listing_id,id,date,reviewer_id,reviewer_name,comments
1125097,21393629,2014-10-16,9457572,Mark,"The Coach House was very cosy and well appointed in a beautiful setting. Just what we were looking for. Heather made us feel very welcome, was able to answer all our questions regarding the area and gave us some fabulous suggestions regarding wineries, coffee and dining throughout the Barossa and even McLaren Vale."
1125097,22204359,2014-11-01,10624389,Cindy,Lovely stay at the Strathlyn Coach House.  Beautifully situated and conveniently located - we found it to be a great home base for us to explore the Barossa and Eden Valley regions!
1125097,23497628,2014-12-02,22880930,Ryan,"Heather made us feel very welcome during our stay. Great little cottage, private and set in a beautiful location. "
1125097,23753581,2014-12-09,13683732,Renee,"Strathlyn was a great place to stay for a weekend away. Heather was really quick to respond and was very easy to contact on arrival etc. the studio was lovely with an amazing little balcony overlooking the vines, and in an easy position for sightseeing around the area. All was as expected from the listing! Would definitely recommend it to others. "
1125097,24020179,2014-12-17,16955023,David,A wonderful secluded place in the middle of a vineyard. The cottage was well stocked with breakfast goodies. Information on site was helpful. 
1125097,28774257,2015-03-30,21199797,Penelope,"We had a lovely stay at the Coach House which is a beautifully restored building. It was very comfortable and private, set on the edge of a vineyard. Heather the host was very helpful, there is so much to see and do in the area, great vineyards, cafés, restaurants and on a Saturday the Barossa Farmers Market is just down the road. We would definitely recommend staying at the Coach House!"
1125097,31734308,2015-05-09,26976969,Melissa,"We spent three nights at the coach house. Location was excellent, with nice views from the balcony.  The weather was blustery and cold at times, but there are two heaters provided in addition to the bedroom unit. Kitchen was stocked to make a nice breakfast and simple dinners. "
1125097,35211602,2015-06-16,25014261,Garry,"Our stay at The Coach house was delightful. Heather was friendly and helpful when it came to local info on where to go and what to do. I would recommend staying at Strathlyn yo anyone travelling to the Barossa, it's central and easy to get around to entire district. "
1125097,36767382,2015-07-01,5901045,Emily,"Heather was very friendly and welcoming. She was happy for us to arrive early and was always very pleasant and easy to deal with. The coach house is lovely, set amongst the vines!"
1125097,37380726,2015-07-06,34329031,Leonie,"Heather was very friendly on our arrival and made us feel welcome at the Strathlyn Estate. 
Everything that describes the Strathlyn Coach House on Airbnb is exactly what you get. The bed on mezzanine level was so comfortable with the sun shining through the door to the balcony each morning. You can't ask for anything more with views all round the Coach House. The bacon and eggs which were obviously from local produce were very fresh and yummy.
The Coach House is very private from the main house and has its on driveway so that you can come and go without feeling that you are opposing on the hosts.  
The Barossa Farmers Market is only a short walk from the Coach House and wow the homemade Beef & Red Wine pies and the fruit tarts were amazing.
If you need a relaxing and no fuss weekend or few days away this is the place to stay."
1125097,37899195,2015-07-11,20987637,Troy,We had a wonderful stay at Strathlyn house in the Barossa. When we arrived there was a beautiful bottle of wine and breakfast provisions on hand. The accommodation was perfect for our short stay in the Valley. Its perfectly located between the main towns of the Barossa.
1125097,40978732,2015-08-03,33969993,Shara,"We LOVED our stay at Strathlyn coach house, it was such a quaint little stone cottage set in an idyllic setting, surrounded by vines and fruit trees. We couldn't have asked for a more perfect place to stay. And to top it all off Heather was a friendly and welcoming host. Cottage was well stocked and had everything we needed, great location also! Close to all the wineries. Will stay again :) "
1125097,45378530,2015-09-02,6576334,Duane,"We had a wonderful stay at Strathlyn coach house.  Heather made us feel very welcome and gave us some good insights to local places to visit.

She also provided plenty of cereal, eggs, bacon, bread and milk for breakfast.  It is right next door to Saltram winery and she also left us a bottle of their wine which we enjoyed.

It is a beautiful location nestled in amongst the vines and has a good view of the surrounding area.  The cottage is very private but only a minute walk to the main house.

The Barossa Valley is quite compact and it is an easy drive to most of the wineries.  Angaston is only a minute drive away and Nuriootpa is only about 5 minutes drive.

We thoroughly enjoyed our stay."
1125097,46889500,2015-09-14,12560317,Natalie,"Heather was a wonderful host. She was very flexible in regards to our check-in time which was very kind. Heather was also very helpful in providing advice on where to visit in the area and things to do. The accommodation is beautiful and very peaceful, with a generous stock of food for breakfast. We used the gym during our stay, the facilities in the gym were perfect for what we needed. 

I would highly recommend Heather as a host, and we hope to stay again next time we are visiting the Barossa."
1125097,48206405,2015-09-24,4903579,Rachel,Fabulous accommodation. Everything is as the add described. Would definitely stay again.
1125097,50177730,2015-10-10,41666843,Hamish,Heather was an absolutely amazing host! Would highly recommend this for accomodation in the Barossa! All the information you need to navigate your way through the wineries is neatly arranged for you by Heather. Breakfast was provided and Heather was always helpful when we needed help on where to head in the valley. An incredibly central location and picturesque surrounds. We were absolutely amazed at how secluded we were yet still so close to everything. Will definitely be back again! Thanks again heather! 
1125097,51364168,2015-10-19,45858541,John,Heather was very friendly welcoming and helpful.  The Coach house is lovely and the setting is peaceful and relaxing. Loved breakfast on te balcony at the back overlooking the vineyards.  It is within walking distance of Saltram's winery and a slightly longer walk or very short drive to the Barossa Farmers Market.
1125097,52206756,2015-10-27,34543599,Teresa,"Very comfortable, clean and quiet cottage. Most enjoyable stay at a delightful property. Very private with lovely views.
Nice selection of foods for breakfast."
1125097,52482523,2015-10-30,41139925,Corey,"Everything expected and more. Great atmosphere, fridge filled with bacon, eggs, milk and wine. A great host with a great place. "
1125097,54110068,2015-11-16,37655181,Lara,"Heather was very welcoming and had stocked the house with everything we needed for an enjoyable stay. 

The coach house was as pretty in real life as it is in all the pictures and the perfect place for a romantic weekend away for two. We had a lovely afternoon sitting on the balcony overlooking the vineyards with some cheese and wine bought nearby. 

There was also a new laundry and gym which unfortunately we didn't have time to use but would definitely be useful if you were planning a longer stay. "
1125097,55975423,2015-12-07,10646560,Hayley,Beautiful converted barn in a stunning setting. Fab wine tasting venue next door and fantastic restaurant down the road in walking distance. We had a lovely time. Heather is very helpful and the barn has everything you could possibly need for a romantic break in the Barossa. The little extras Heather left help you get started and relax you into the break. Thank you.
1125097,56841927,2015-12-19,7769196,Gill,We had a great time at Heathers coach house. Great location and everything you need to explore this fabulous region. Heather was very friendly and gave us good eating tips. A private and beautiful place. 
1125097,57362528,2015-12-25,26235245,Julie,"What a fabulous location for guests spending time in the Barossa Valley.   The coach house was unique, quaint and private but still so close to Angaston for restaurants ect.  Heather provided supplies for a bacon and egg breakfast and a lovely bottle of wine.  We enjoyed having a drink on the rear balcony overlooking the Vineyard.  Recommend the coach house for a stay with a touch of history. Very enjoyable, thank you Heather."
1125097,58938449,2016-01-05,2975981,Kyle,"Great accommodation in the heart of the Barossa.

The coach house is tucked around the back so we felt like we had plenty of privacy. Inside it was clean and comfortable.

Angaston is a cute little town with a small grocery store and some yummy places to eat."
1125097,60378905,2016-01-23,10463054,Kate,Heather is a very welcoming and generous host. Very knowledgeable and accommodating. We had a wonderful stay at the Coach House. Great location.
1125097,61490586,2016-02-05,52824036,Michael,"We had a great stay at Strathlyn Coach House in February 2016.
The accommodation was neat, tidy and comfortable, Heather made us feel very welcome and was flawless organised.
This is a great spot to stay if you'd like to be near plenty of local wineries, but not in the heart of Tanunda/Barossa; but have very peaceful and secluded nights.
The view was outstanding, surrounding pleasants and overall was a great find for us."
1125097,62571412,2016-02-15,6920494,Maria,"The Coach house has kept all the charm and character of a country cottage but with all the modern comforts we needed for a wonderful weekend stay. 

Heather stocked the fridge with lots of breakfast goodies including bacon, eggs, bread, milk, oj and even a bottle of moscato!

The deck out the back gives a panoramic view of vineyards and was perfect for star gazing and watching the sunrise!

Thank you for your hospitality and sharing your charming cottage with us!"
1125097,64934831,2016-03-09,9474833,Rand,We had a fantastic time in the Barossa and from the get go we felt welcome and at home at Strathlyn. It was very very hot when we arrived and Heather had made sure to cool the coach house down by putting on the aircon earlier. These kinds of thoughtful touches sum up the experience. Situated amongst the vineyards this is a wonderful place to stay in the region.
1125097,66349987,2016-03-22,37121832,Ian,"We really had the most fabulous short break in the Barossa.  Thanks to Heather's suggestions, we got to enjoy the scrumptious fresh produce at the Farmers market, great food and service at Vintner's and Wanera.  We tasted some great wines and met some really friendly and knowledgeable staff at Taste Eden Valley, Turkey Flat, Rockford's, MSV and TeAro.  A highlight was staying in the Coach house @ Strathlyn surrounded by Saltram's vineyards and enjoying a glass or two on the rear deck watching the sun go down or a morning cuppa watching the hot air balloons meander around the valley.  Heather was the perfect host and has added her personal touch to make your stay even more enjoyable.  It was only 4 days but we left feeling relaxed and re-charged!!!  We highly recommend Strathlyn as a great base for a real Barossa experience."
1125097,68506417,2016-04-05,18611402,Lanny,The coach house was very homely and had everything we needed for our two night stay. Heather was very welcoming and even had breakfast for us!
1125097,75270539,2016-05-20,30618834,Gillian,"We had a lovely stay at the Coach house,we were welcomed by Heather whom was very knowledgable of the Barossa and local wineries. The coach house was peaceful,private and cozy. The breakfast provisions were very generous.. Thank you "
1125097,77207376,2016-05-30,31717142,Elizabeth And Peter,"The Strathlyn Coach House was as cute and comfortable as described.  We loved the location, just outside of Angaston and close to the bike path that connects to Nuriootpa and Tununda.   Heather was helpful and accommodating.  We would absolutely recommend this place. "
1125097,78252822,2016-06-06,71237551,Hannah,Heather was very welcoming and was able to provide us with useful local knowledge about the best wineries to visit and places to eat. The property perfectly matched the description and was really lovely. The view of the vineyard from the balcony in the morning was wonderful! This is the perfect location in the Barossa as it's close to everything but secluded.
1125097,78975989,2016-06-10,53997653,Dan,A truly beautiful cottage set amongst the vines - a spectacular and unique experience. Heather was very friendly and provided all the comforts of home - with the kitchen well stocked with breaky goodies and the cottage warmed up for our arrival. We will be back! 
1125097,79798120,2016-06-14,10029038,David,"Heather was very helpful in showing us the lovely converted coach house and even had the heating on for us. Generous cooked brekky supplies were included as was an excellent bottle of red, Pepperjack one of our favs! They even have a Nespresso machine. This unique location overlooks the vineyard directly with its own balcony. It's also located minutes away from Salters (who make Pepperjack) & Vintners restaurants; we dined at both and they were excellent.. particularly the award winning Vintners. Here's some photos of this wonderful property & surrounds. (Website hidden by Airbnb)"
1125097,86898919,2016-07-18,73709119,Bridget,"We had a lovely stay at the Strathlyn Coach House. Very scenic views of the vineyards directly from the balcony attached to the bedroom. The property is very conveniently located just outside Angaston and a short drive to all the best parts of the Barossa. Generous breakfast supplies and a bottle of wine on arrival from the kind host, Heather."
1125097,89143987,2016-07-27,69925607,Cameron,Loved our stay. The location is picturesque on the Vinyard and very central to everything happening throughout the Barossa. 1 minute drive from the markets as well. Very happy with the experience. Heather was lovely
1125097,93680083,2016-08-13,87407165,Wade,Great stay
1125097,100324047,2016-09-08,43287794,Rebecca,"Heather was lovely, she made us feel very welcome and at home! She had breakfast ingredients and a bottle of sparkling wine ready for us on our arrival. Everything was lovey and the view was to die for! "
1125097,101320243,2016-09-12,34979412,Toneya,Absolutely beautiful cottage over looking the vineyard! The photos are accurate and the place was lovely. Heather provided us with a bottle of wine and breakfast for our trip which was lovely and much appreciated. Such a kind host and a lovely estate to stay on. Would book this place in a heartbeat again 
1125097,102943582,2016-09-19,84798428,Matt,"Thank you Heather for making us feel so welcome and comfortable during our stay. The coach house was exactly like we imagined and the pictures and description don't do it justice, it was warm and cosy and the views are outstanding. It's very private and secluded away from main dwelling, perfect for a romantic getaway for a few nights but also accommodating for a long stay. We had such a lovely time here, it will stay with us forever! Thanks"
1125097,104848182,2016-09-28,56872113,Jennifer,"The location was excellent, Heather was helpful, and there was a great selection of breakfast goods. "
1125097,107268194,2016-10-09,58258846,Ben,"The most perfect location to explore the beautiful Barossa valley. The balcony over looking the vineyards in the sunshine provided a perfect spot for my proposal! We could not have asked for a better host, place to stay and weekend away!"
1125097,114937262,2016-11-20,83888401,Alan,"We had a fantastic stay at the coach house. It was a gorgeous setting, nestled in rolling hills of vineyards and beautifully kept gardens surrounding the property. The coach house was clean, spacious and nicely furnished. The newly renovated balcony overlooking the vineyards was perfect for enjoying the complimentary local Riesling. The location was great for tripping around the Barossa Valley. We hired bikes one day and cycled some of the new bike trail, highly recommended. 
Thanks again Heather for being a wonderful host."
1125097,122610797,2016-12-24,10221776,Sophie,"We had a wonderful time and Heather was the perfect host! Very private little house with everything we needed and a great spot in the Barossa, close to so many wineries and lovely towns. Would definitely stay again!"
1125097,136646949,2017-03-11,50436829,Samuel,"An absolutely fantastic air bnb in an absolutely sensational location. Hands down the most incredible experience I have had. The place was cosy and romantic, had a little bit of history and was perfect to come back to after a day on the wineries! The only thing better than this air bnb is Heather herself, who has made (and continues to make for the entirety of your stay) an incredible effort to make your time a memorable one. Five stars does not do this place justice and I will be staying here whenever I return to the Barossa (as long as it isnt booked out!)"
1125097,138077116,2017-03-18,49906487,Chuck,We had a lovely stay here during March. Was great to have some quiet time on beautiful surrounds. Heather was lovely and provided some great recommendations on where to eat and visit. We stayed in the coach house and it was lovely with stunning views over the vineyards. Would love to come back and stay longer. Highly recommend. 
1125097,139326863,2017-03-24,33019076,Chris,We loved our stay here. A beautiful cottage sitting amongst vineyards. Romantic and a great place to unwind and enjoy a nice bottle of wine on the deck
1125097,140804056,2017-03-31,74013801,Peter,We loved our stay in the coach house it was lovely and queit  and the views were beautiful over the vineyard.  We had the pleasure of meeting heather who could not help us enough which we were really grateful for.
1125097,148098646,2017-04-30,70271280,Lauren,We stayed in the Coach House for our minimoon and absolutely loved it. The accommodation was gorgeous and Heather is so lovely. The views of the vineyard are stunning and only a short drive into Angaston and many surrounding wineries. Thank you Heather 
1125097,159883984,2017-06-12,75171179,Tim,Had a great weekend staying in the barossa. Cosy (and importantly) warm place to relax. 
1125097,169002251,2017-07-11,134613557,Iain,Simply Stunning! The Strathlyn Coach House is a brilliant venue that allowed my fiancé and I to see the wonders of the Barossa Valley. We were made to feel most welcome the moment we drove through the front gates. Thank You Heather for the whole experience.
1125097,175078148,2017-07-28,75823396,Alex,Absolutely beautiful. We stayed for our anniversary and it was just perfect
1125097,187331262,2017-08-27,30025513,Kirsty,"Heather's place is lovely with a breathtaking 180-degree view of the sunrise/set, vineyards and hot-air balloons on a clear day. It's only 500m from the Saturday morning farmers markets, which is the perfect place to start your weekend away. There are also great taxi services to help get you around the Barossa and Heather is extremely helpful with all of the details and wonderful recommendations."
1125097,203887009,2017-10-15,153059432,Raymond,The coach house was everything we needed on our 2 day trip to the Barossa Valley. It was secluded yet reasonable driving distance to all the places we wanted to visit. Heather was a 5/5 house.
1125097,206737793,2017-10-26,34949341,Roberta,"The Coach House is very well positioned for exploring the delights of the Barossa.  It is very quiet and peaceful and the deck off the bedroom is lovely for a cuppa or glass of wine while admiring the view, including a kangaroo and her joey during our stay.
Heather is very helpful and the taxi company she recommended were great.  They took us to restaurants for dinner and were a mine of information.
The downstairs area of the Coach House is quite small although the bedroom is large and airy.  It's an old stone building that was renovated about 20+ years ago set in lovely gardens that are quiet and private."
1125097,211457510,2017-11-12,11300560,Tammy,A comfortable and peaceful getaway with a delightful host.
1125097,212708061,2017-11-19,70205400,Tania,A charming cottage with great views of the vineyard next door. Located just outside Angaston it is an ideal place to explore the Barossa. Highly recommend.
1125097,224361537,2018-01-02,1762847,James,"Firstly, Heather was a great host and made us feel welcome. Secondly, the place was very cozy and great amenities provided (bacon, eggs, milk and coffee). We had a beautiful view from the bedroom balcony of the vines, so definitely recommend this place."
1125097,228244955,2018-01-18,4329524,Esther,"I didn’t personally stay but I booked the property for my brother and his wife but Heather was very easy to communicate with and responded very quickly to requests or questions. My brother thought the property was a
Quaint cottage with awesome view over the vineyards. Very close to Angaston, which is a lovely town to explore. ""Country breakfast"" provisions were delicious and very thoughtful."
1125097,235773004,2018-02-17,83141787,Emily,"We had a wonderful stay and love Barossa. Great location for visiting the wineries. Really beautiful  views. Very private location, perfect for a romantic weekend."
1125097,240005953,2018-03-04,33685266,Charles,"Wonderful location, easy to find. The cottage is exceptionally clean and tidy, and very well facilitated. The wine and brekky went down a treat!"
1125097,243991845,2018-03-17,178534605,Richard,"The Cottage is beautiful! Intimate, cosey, clean and has everything you need to enjoy a relaxing stay. Heather is a lovely lady who has found that awesome balance between a really helpful and informative host, knowing she is only a call away whilst also leaving you feeling no one else is around for miles. It all added up to a really enjoyable stay which we look forward to repeating soon."
1125097,249290669,2018-04-02,55050724,Aleksia,"We had a lovely time staying here for our first wedding anniversary. The Coach House is gorgeous, and the views over the vines are really quite spectacular. The accommodation is very cute and cosy, as per the photos the toilet/bathroom is on the ground floor and the bedroom is on the loft, up the stairs. Heather was extremely helpful in providing tips for places to visit, even knowing what would be open on Good Friday. We had a wonderful time."
1125097,266300607,2018-05-20,59241870,Jack,"Loved our stay, the view from the bedroom is absolutely amazing. Definitely recommend. Heather was a helpful host and the location was right near everything"
1125097,271973914,2018-06-02,48133639,Eugene,"Exactly the type of place you wish for when thinking of a weekend in a wine region. The place is private and quiet with beautiful views directly over a local vineyard. A converted coach house with a loft bedroom, it is just the right size for 2 people.

Heather was a lovely host who ran us through the local attractions, and provided us with some breakfast ingredients, wine and other essentials!"
1125097,275390380,2018-06-11,192626455,Madi,Great location and home  for a weekend getaway.
1125097,287219884,2018-07-08,57077026,Natalia,Thank you to Heather for being an amazing host. Our accommodation was so cozy and was perfect for a winter retreat! After our outings to the wineries in the Barossa Valley we were always excited to return to the coach house.
1125097,313703722,2018-08-26,5543656,Mark,"Amazing property, beautiful views and everything you need (including local kangaroos)."
1125097,323566717,2018-09-16,41033800,Emily,A beautiful place in the heart of the Barossa! The beautiful outdoor area with views across the vines was to die for. Highly recommend to others - we have the most perfect stay. Thank you!
1125097,325854906,2018-09-21,27335138,Karen,"A great place to rest and unwind. Perfectly set in the vines of the Barossa. Heather was a great host with lots of information on the area, plus great provisions for breakfasts. Highly recommend this cottage."
1125097,326706052,2018-09-23,213654328,Pete,"A wonderful treasure, in an amazing place creating a lovely environment which you cannot help but to enjoy"
1125097,331187203,2018-10-02,179667904,Josh,A beautiful cottage with a private balcony overlooking the wonderful grape vines. Perfect getaway for couples. Heather was an amazing host and couldn’t recommend staying here highly enough.
1125097,333095988,2018-10-06,114600514,Phoenix,"I'm glad to be in your house. Your room is very comfortable. We had a good two days.
We saw beautiful sunsets and sunrises, as well as kangaroos."
1125097,339732921,2018-10-22,22863083,Ben,"Absolutely loved the Strathlyn coach house. Check in and communication were seamless, the space was lovely and stocked with everything we could need, and the views are incredible. We loved the thoughtful touches. Would highly recommend and already looking forward to returning."
1125097,403486011,2019-01-21,21821894,Julia,Lovely location set amongst the vines and very private.
1125097,405892980,2019-01-27,51377389,James,Great place to stay with stunning views and close to everything the Barossa has to offer. Heather was lovely and gave some great tips. We will defo be back!
1125097,410202959,2019-02-09,239376120,Julia,Beautiful place and great location. Would highly recommend.
1125097,414184733,2019-02-18,3263629,Chad,"Cute cottage tucked away in a vineyard. What more could a person want? It will be difficult to forget sitting on that back porch watching the sun go down. 
Walking distance to Vitners Bar And Grill, (one of the best meals we had on our 3 week Australian vacation).
The bonus was heading out onto the deck for morning coffee and seeing a family of kangaroo (mama, pop and little Joey)20 feet from deck."
1125097,415954331,2019-02-24,214772418,Tim,Awesome weekend away !
1125097,418717075,2019-03-02,174329038,Paige,"Breathtaking views. Homely and just a very special place to relax and enjoy the wine region. Love it and was a perfect touch for my birthday. So close to everything. 
Heather thought of everything!"
1133195,20499578,2014-09-30,2941754,Suz,"Heather was brilliant, very welcoming and helpful. Her booklet inside the apartment was very helpful explaining how to do things and interesting ideas. Thanks for the bottle of wine in the fridge in addition to the great kitchen set up."
1133195,22080257,2014-10-29,22510871,Chelsea,"Lemon Tree Spa apartment was a beautiful place for a weekend away. There is a great view outside the windows of vineyards and well kept flowers. Heather has the appartment well stocked with groceries to make a good breakfast to start the day, the nepresso machine is a nice touch. Our first night was spent cracking open the complimentary wine, watching the dvds provided and scouring through the tonnes of information Heather provides about what is around. Heather even provides the bubble bath for the spa. Angaston is a lovely town with a supermarket open til 8, and is close to everything Barossa, yet far enough away to feel completely lost amongst the vineyards. You're in walking distance of Saltram Winery and Vitners Bar and Grill aswell as the town of Angaston if feeling like stretching the legs."
1133195,27775483,2015-03-11,23922905,Aidan,Heather made us feel very welcome and when we had some flight arrival changes she was more than happy to help. The property was exactly as described and I truly wish I could have stayed longer. Beautiful atmosphere and a great leaping point for adventures in the Barossa Valley.
1133195,49651331,2015-10-05,29355110,Kath,"Great location, so close to everything, the bottle of chilled wine in the fridge was a nice touch. Helpful host, very accommodating, lovely relaxing holiday, thank you!"
1133195,54727592,2015-11-23,46445701,Antony,"Great cottage to explore the barossa from, Heather was helpful and very accommodating.
Would definitely book again"
1133195,71522102,2016-04-25,63056452,Lee,"We were very happy with our stay at the Lemon Tree Spa at Strathlyn. Our host Heather was wonderful, and very helpful when we needed to make an unexpected trip home to attend to an urgent family matter, offering flexibility at the end of our stay after we were able to return. Her genuine interest and generosity was very much appreciated.
 The cottage is full of old worlde charm, comfortable and close to all the Barrosa offers, yet set in the middle of vineyards and an orchard, so very peaceful."
1133195,79750733,2016-06-14,72394166,Mitchell,"Heather was a great host, the cottage itself was perfect for a weekend away. A warm welcome with a great explanation on what to do around the area. The Lodge is very close to nearby wineries and small beautiful towns. While the house itself sits on a vinyard. Amazing weekend away, will no doubt be back again soon. "
1133195,86950935,2016-07-18,56456959,Just,"Heather made us feel very welcome and provided some really handy tips for the local area. The accommodation was clean, comfortable and had all the amenities we needed. The gardens are gorgeous! 
Thank you Heather for your beautiful accommodation. "
1133195,144942158,2017-04-16,2879875,Georg,"Heather is a fantastic host - and has a super friendly family. The lemon tree spa is a cute little house with all you need - full friedge for breakfast -  wirepool, DVD player and a selection of movies, a large garden and a well equipped gym facility! We would definitely recommend anyone to stay here. If you want even better views on the vinyarda just book heathers second accommodation. "
1133195,147122794,2017-04-25,124538850,Caryl,"Easy to find and as requested, Heather left us to our privacy for the whole three days. Lovely."
1133195,159887943,2017-06-12,3364193,Jojo,"We had such a lovely stay at Strathlyn Lemon Tree Spa! My boyfriend and I stayed for 2 nights over the long weekend. We had a bottle of wine waiting for us in the fridge along with enough bacon, eggs and bread for an epic fry up the next day. It's an absolutely gorgeous spot, really picturesque, and Heather told us a little bit about the history of the big house. The bed was large and gloriously comfortable. The spa was bubbly and luxurious! We had a wonderful time and would absolutely recommend the place to friends. Ideally located close to Angaston, it's the perfect spot from which to explore the Barossa's Cellar Doors. In fact, I've written a list of the ones we most enjoyed in case it helps anyone! (Website hidden by Airbnb)"
1133195,199421135,2017-10-01,112438406,Carolyn,"We spent three nights at the Lemon Tree Spa, and couldn't have been happier with our choice. The cottage is nestled in beautiful grounds - there were flowers blooming everywhere when we visited and the view across the adjoining vineyard is stunning. Each night we sat outside with a glass of wine in hand and watched the sun go down over the vines. Just gorgeous. The location is fantastic - about a kilometre from the historic village of Angaston, just off the main road but set back enough to be peaceful and quiet, with all the delights of the Barossa wineries close at hand. 

The cottage is fully self-contained and completely separate from the main house. And while it doesn't look fancy from the outside, don't let this fool you! Inside it's beautifully and comfortably furnished, and feels light, airy and spacious.  I've stayed in other B&Bs that are pretty and picturesque, but so cramped that you trip over the furniture all the time. None of that here - there was plenty of room to unpack our things and spread out and relax. We had everything we needed, including pots and pans and kitchen equipment if we wanted to cook, DVDs to watch and magazines and books to read. The fridge was stocked with breakfast supplies and a bottle of wine was thoughtfully provided. I particularly appreciated the little dressing table in the spa area, where I could spread out my cosmetics and 'girly stuff' without getting in the way of my partner. (It's worth noting that while the spa is in a corner of the bedroom, the bathroom itself is located separately and totally private.) 

Heather was a genuinely warm and thoughtful host. We were travelling in an open-topped vintage car that needed protection from the weather, and she kindly allowed us to use her private garage. Thanks Heather!

The only issue we had was patchy wi-fi, but apparently this is a problem with the new NBN and out of the host's control. And when the setting is so beautiful, why would you want to stare at your device? 

I loved my first trip to the beautiful Barossa, and can't wait to visit again. I won't bother to research accommodation options next time - I'll just book into the Lemon Tree confident that I'll have a wonderful experience. Very highly recommended!"
1133195,202121433,2017-10-10,151746755,Brooke,"This is such a lovely place to stay for a weekend getaway. Heather was a very lovely and welcoming host. The house is very lovely and the spa is great to relax in. It is in a good location within walking distance to a winery and close bike riding or driving distance to Nuriootpa, Tanunda and a variety of wineries around. It's surrounded by a beautiful vineyard which is lovely to go for a walk through. We will definitely be staying again :)"
1133195,206122492,2017-10-23,150479373,Karen,"Strathlyn B&B is a lovely little cottage to spend a few days at.  Very handy to lots of nice restaurants and wineries.  Thoroughly enjoyed our few days there in October 2017.
Karen"
1133195,222865422,2017-12-31,64994535,Sarah,"Quiet, relaxing and perfect weekend away."
1133195,226464659,2018-01-10,132635721,Beth,We loved our two nights here. The cottage is private and very clean. Heather had it fully stocked with great breakfast provisions and a bottle of wine. It’s a great location and we would highly recommend a guided tour to visit wineries. We thoroughly enjoyed our full day tour with Barossa valley (Website hidden by Airbnb)
1133195,249259541,2018-04-02,158392547,Amy,"Lovely location and surrounds, nearby to everything in Barossa. Hosts welcoming,  flexible and very nice. Accommodation very comfortable with everything you need and more - a beautiful little retreat. Highly recommend."
1133195,266956687,2018-05-21,5328310,Georgie,"Great location and a great little self-contained cottage. It's not super ritzy, but it's everything you could need. Heather could not have been more helpful or lovely - even gave us snacks for breakfasts. Thanks for having us!"
